Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
1896,Nc1ccc(cn1)S(=O)(=O)N,Cn1ncc(Br)c1C=O,[C-]#[N+]CC1CCCO1,"CN1N=CC(Br)=C1C1=C(NCC2CCCO2)N2C=C(C=CC2=N1)S(N)(=O)=O |c:2,5,8,19,21,24|",6.2,TRUE,Z8829498789
934,Cc1cncc(N)n1,O=Cc1cccc2ncnn12,C[N+]#[C-],"CNC1=C(N=C2C=NC=C(C)N12)C1=CC=CC2=NC=NN12 |c:6,16,20,t:2,4,8,14,18|",6.3,TRUE,Z8849597841
1880,Nc1cccnn1,Cc1noc(C)c1C=O,COc1ccc([N+]#[C-])c(C)c1,"COC1=CC(C)=C(NC2=C(N=C3C=CC=NN23)C2=C(C)ON=C2C)C=C1 |c:12,14,19,23,27,t:2,5,8,10|",6.3,TRUE,Z8878918648
316,Cc1ccc(N)nn1,O=Cc1cnsn1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC(C)=NN23)C2=NSN=C2)C=C1 |c:12,15,23,26,t:2,4,8,10,20|",6.4,TRUE,Z8798985035
326,COc1cc(Br)c(C)nc1N,O=CCCC1(CC1)C#N,[C-]#[N+]CC1CCOC1,"COC1=CC(Br)=C(C)N2C(NCC3CCOC3)=C(CCC3(CC3)C#N)N=C12 |t:2,5,17,27|",6.4,TRUE,Z8798985054
945,CC(C)CS(=O)(=O)c1ccc(N)nc1,Cc1nnc(C=O)[nH]1,Fc1ccc([N+]#[C-])cc1,"CC(C)CS(=O)(=O)C1=CN2C(C=C1)=NC(C1=NN=C(C)N1)=C2NC1=CC=C(F)C=C1 |c:11,13,22,31,t:7,16,18,26,28|",6.4,TRUE,Z8878918439
1886,CP(=O)(C)c1cccc(N)n1,CC(C)c1ncc(C=O)n1C,CC(C)(C)[N+]#[C-],"CC(C)C1=NC=C(N1C)C1=C(NC(C)(C)C)N2C(C=CC=C2P(C)(C)=O)=N1 |c:5,10,19,21,27,t:3|",6.4,TRUE,Z8878918793
1893,Nc1ccc2nccn2n1,COc1ncc(C=O)cc1Cl,COc1ccc([N+]#[C-])c(C)c1,"COC1=CC(C)=C(NC2=C(N=C3C=CC4=NC=CN4N23)C2=CC(Cl)=C(OC)N=C2)C=C1 |c:12,16,30,33,t:2,5,8,10,14,23,26|",6.4,TRUE,Z8878918518
936,Nc1ncc(Cl)cc1Cl,Cc1nc(C=O)nn1C,C[N+]#[C-],"CNC1=C(N=C2N1C=C(Cl)C=C2Cl)C1=NN(C)C(C)=N1 |c:4,11,20,t:2,8,15|",6.5,TRUE,Z8878918327
320,Nc1nc(F)ccc1Br,Cn1cnc(C=O)c1,[C-]#[N+]CC1CCCO1,"CN1C=NC(=C1)C1=C(NCC2CCCO2)N2C(=N1)C(Br)=CC=C2F |c:2,4,7,18,22,24|",6.6,TRUE,Z8810903013
941,Nc1ccc2nccn2n1,Fc1cccnc1C=O,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC4=NC=CN4N23)C2=C(F)C=CC=N2)C=C1 |c:12,16,23,26,28,31,t:2,4,8,10,14|",6.6,TRUE,Z8878918871
1883,CC(C)Oc1cncc(N)n1,O=Cc1cnc2c(C#N)cnn2c1,[C-]#[N+]CC1CC1,"CC(C)OC1=CN=CC2=NC(=C(NCC3CC3)N12)C1=CN2N=CC(C#N)=C2N=C1 |c:6,24,28,31,t:4,8,10,21|",6.6,TRUE,Z8873684892
1888,Cc1cc(nnc1N)C(F)(F)F,OCc1ccsc1C=O,[C-]#[N+]C1CCOCC1,"CC1=CC(=NN2C(NC3CCOCC3)=C(N=C12)C1=C(CO)C=CS1)C(F)(F)F |c:3,14,20,24,t:1,16|",6.6,TRUE,Z8878918535
1882,Cc1cc(C#N)cc(N)n1,Cn1nc(C=O)c2cccnc12,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(C=C(C)N12)C#N)C1=NN(C)C2=C1C=CC=N2 |c:10,24,27,29,t:6,8,12,20|",6.7,TRUE,Z8873684904
1863,Cc1cncc(N)n1,O=Cc1noc2CCCCc12,C[N+]#[C-],"CNC1=C(N=C2C=NC=C(C)N12)C1=NOC2=C1CCCC2 |c:6,17,t:2,4,8,14|",6.8,TRUE,Z8873685460
1884,Nc1cccnn1,Brc1cccc(C=O)n1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC=NN12)C1=NC(Br)=CC=C1 |c:13,15,23,25,t:9,11,20|",6.8,TRUE,Z8873684923
321,CNC(=O)c1ccc(N)nn1,Cc1ccc(F)c(C=O)n1,COc1ccc(C[N+]#[C-])cc1,"CNC(=O)C1=NN2C(C=C1)=NC(=C2NCC1=CC=C(OC)C=C1)C1=C(F)C=CC(C)=N1 |c:8,10,12,23,26,29,32,t:4,17,19|",7,TRUE,Z8803896966
323,Nc1ccc2CCOCc2n1,Fc1cccc2nc(C=O)sc12,[C-]#[N+]CC1CCOC1,"FC1=C2SC(=NC2=CC=C1)C1=C(NCC2CCOC2)N2C(C=CC3=C2COCC3)=N1 |c:1,4,7,9,12,24,26,33|",7,TRUE,Z8810902982
943,CP(=O)(C)c1cnc(N)cn1,COc1cc(C=O)cc2OCOc21,CSCC[N+]#[C-],"COC1=C2OCOC2=CC(=C1)C1=C(NCCSC)N2C=C(N=CC2=N1)P(C)(C)=O |c:2,8,10,13,21,23,26|",7,TRUE,Z8835022883
944,CN(C)S(=O)(=O)c1ccc(N)nc1,Cn1cc(C=O)c(Br)n1,[C-]#[N+]C1CC1,"CN(C)S(=O)(=O)C1=CN2C(C=C1)=NC(=C2NC1CC1)C1=CN(C)N=C1Br |c:10,12,14,26,t:6,22|",7,TRUE,Z8808559863
1894,Cl.Cl.Cl.CN(C)CCN(C)Cc1ccc(N)nc1,O=Cc1ccc(cc1)n2cncn2,FC1(F)CC(C1)[N+]#[C-],"CN(C)CCN(C)CC1=CN2C(C=C1)=NC(=C2NC1CC(F)(F)C1)C1=CC=C(C=C1)N1C=NC=N1 |c:12,14,16,29,31,35,37,t:8,27|",7,TRUE,Z8873684908
315,Nc1ccc(cn1)N2CCN(CC2)C(=O)C3CC3,O=CC1CC1,COCC[N+]#[C-],"COCCNC1=C(N=C2C=CC(=CN12)N1CCN(CC1)C(=O)C1CC1)C1CC1 |c:9,11,t:5,7|",7.1,TRUE,Z8780122426
317,Nc1nccnc1OC2CCCC2,O=Cc1cnccn1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=CN=C2OC1CCCC1)C1=NC=CN=C1 |c:11,15,17,29,31,t:9,27|",7.1,TRUE,Z8778277288
935,Nc1ccc(CCO)cn1,FC(F)c1cc(C=O)no1,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(CCO)=CN12)C1=NOC(=C1)C(F)F |c:7,12,20,t:3,5,17|",7.1,TRUE,Z8808559873
324,Cl.COCc1ccc(N)nc1,CCOC(=O)c1nc(C=O)c2ccccn12,FC1(F)CC(C1)[N+]#[C-],"CCOC(=O)C1=NC(=C2C=CC=CN12)C1=C(NC2CC(F)(F)C2)N2C=C(COC)C=CC2=N1 |c:9,11,16,32,35,t:5,7,27|",7.2,TRUE,Z8803896960
1891,NC(=O)c1ccc(N)nc1,CC(C=O)N1C(=O)c2ccccc2C1=O,Fc1ccc(C[N+]#[C-])cc1,"CC(N1C(=O)C2=C(C=CC=C2)C1=O)C1=C(NCC2=CC=C(F)C=C2)N2C=C(C=CC2=N1)C(N)=O |c:7,9,15,24,28,30,33,t:5,19,21|",7.2,TRUE,Z8878918519
318,Nc1ncccc1N2CCCCC2,OCc1csc(C=O)n1,[C-]#[N+]CC1CCOCC1,"OCC1=CSC(=N1)C1=C(NCC2CCOCC2)N2C=CC=C(N3CCCCC3)C2=N1 |c:5,8,20,32,t:2,22|",7.3,TRUE,Z8784060440
1842,Nc1ccccn1,CCn1nnc(C=O)n1,C[N+]#[C-],"CCN1N=NC(=N1)C1=C(NC)N2C=CC=CC2=N1 |c:3,5,8,13,15,18|",7.3,TRUE,Z8873684867
1866,Nc1cnccn1,O=Cc1cnsn1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC=CN23)C2=NSN=C2)C=C1 |c:12,14,22,25,t:2,4,8,10,19|",7.4,TRUE,Z8829498707
938,Cc1cc(N)nnc1C,O=Cc1cc(n[nH]1)c2ccccn2,[C-]#[N+]C1CCOC1,"CC1=CC2=NC(C3=CC(=NN3)C3=NC=CC=C3)=C(NC3CCOC3)N2N=C1C |c:8,14,16,29,t:1,3,6,12,18|",7.5,TRUE,Z8801681808
322,Nc1ncccc1c2nnn[nH]2,COc1ncc(C=O)cc1Br,[C-]#[N+]CC1CCCO1,"COC1=C(Br)C=C(C=N1)C1=C(NCC2CCCO2)N2C=CC=C(C3=NN=NN3)C2=N1 |c:2,5,7,10,21,27,32,t:23,25|",7.7,TRUE,Z8808559885
1873,COC(=O)c1ccc(N)nc1,Fc1nccc(C=O)c1F,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC(=CN12)C(=O)OC)C1=C(F)C(F)=NC=C1 |c:10,12,21,25,27,t:6,8|",7.8,TRUE,Z8855619720
1890,Cl.CN(C)C(=O)c1ccc(N)nc1,CCN(CCO)c1ccc(C=O)c(C)c1,COC(=O)C1CC(C1)[N+]#[C-],"CCN(CCO)C1=CC(C)=C(C=C1)C1=C(NC2CC(C2)C(=O)OC)N2C=C(C=CC2=N1)C(=O)N(C)C |c:9,11,14,27,29,32,t:6|",7.8,TRUE,Z8854581161
1878,CC(C)OCc1ccc(N)nc1,CCN(CC)CCc1nc(C=O)cs1,[C-]#[N+]C1COC1,"CCN(CC)CCC1=NC(=CS1)C1=C(NC2COC2)N2C=C(COC(C)C)C=CC2=N1 |c:9,13,29,32,t:7,22|",7.9,TRUE,Z8878918616
307,Nc1ccc2nccn2n1,COc1cnn(C)c1C=O,CC1(CC1)[N+]#[C-],"COC1=C(N(C)N=C1)C1=C(NC2(C)CC2)N2N3C=CN=C3C=CC2=N1 |c:6,9,19,21,24,27,t:2|",8,TRUE,Z87813417751
310,CNC(=O)c1ccc(N)nn1,Cc1n[nH]cc1C=O,COc1ccc(C[N+]#[C-])cc1,"CNC(=O)C1=NN2C(NCC3=CC=C(OC)C=C3)=C(N=C2C=C1)C1=CNN=C1C |c:16,18,20,23,29,t:4,10,12,26|",8,TRUE,Z8808559891
1860,Nc1cccnn1,CC(=O)Nc1ccc(C=O)cc1,COCC[N+]#[C-],"COCCNC1=C(N=C2C=CC=NN12)C1=CC=C(NC(C)=O)C=C1 |c:9,11,24,t:5,7,16,18|",8,TRUE,Z8854581137
1861,Cl.CN(C)C(=O)c1ccc(N)nc1,O=Cc1ccon1,[C-]#[N+]C1COC1,"CN(C)C(=O)C1=CN2C(NC3COC3)=C(N=C2C=C1)C1=NOC=C1 |c:14,16,19,25,t:5,22|",8,TRUE,Z8829498572
1881,Cc1cnc(N)c(C)c1,FC(F)(F)Cn1ncc(C=O)n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=C(C)C=C2C)C1=NN(CC(F)(F)F)N=C1)C(=O)OC |c:10,17,29,t:8,14,21|",8.1,TRUE,Z8878918365
312,Nc1ncccc1CO,COC(=O)C(C)Oc1ccc(C=O)cc1,[C-]#[N+]CC1CCOC1,"COC(=O)C(C)OC1=CC=C(C=C1)C1=C(NCC2CCOC2)N2C=CC=C(CO)C2=N1 |c:9,11,14,25,32,t:7,27|",8.2,TRUE,Z8798985043
1871,COc1nc(Cl)cnc1N,COc1ccnc(C=O)n1,[C-]#[N+]CC1CCOC1,"COC1=NC(=NC=C1)C1=C(NCC2CCOC2)N2C=C(Cl)N=C(OC)C2=N1 |c:4,6,9,28,t:2,20,23|",8.2,TRUE,Z8873685405
292,Cc1cncc(N)n1,Cc1cn(C)nc1C=O,C[N+]#[C-],"CNC1=C(N=C2C=NC=C(C)N12)C1=NN(C)C=C1C |c:6,18,t:2,4,8,14|",8.4,TRUE,Z8803896951
1864,Nc1ccc(C#N)cn1,CC(F)(F)c1nc(C=O)cs1,[C-]#[N+]C1CCOC1,"CC(F)(F)C1=NC(=CS1)C1=C(NC2CCOC2)N2C=C(C=CC2=N1)C#N |c:6,10,20,22,25,t:4|",8.4,TRUE,Z8855619533
1868,Cc1nc(N)ccc1C(F)(F)F,FC(F)c1cc(C=O)no1,[C-]#[N+]C1COC1,"CC1=C(C=CC2=NC(=C(NC3COC3)N12)C1=NOC(=C1)C(F)F)C(F)(F)F |c:3,21,t:1,5,7,18|",8.4,TRUE,Z8873685492
1875,Nc1ccc2nccn2n1,O=Cc1nc(cs1)C2CC2,COc1ccc([N+]#[C-])c(C)c1,"COC1=CC(C)=C(NC2=C(N=C3C=CC4=NC=CN4N23)C2=NC(=CS2)C2CC2)C=C1 |c:12,16,25,33,t:2,5,8,10,14,23|",8.4,TRUE,Z8878918637
1879,Cc1cc(N)ncc1Cl,O=Cc1cnc(nc1)C2CC2,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(C)C(Cl)=CN12)C1=CN=C(N=C1)C1CC1)C(=O)OC |c:16,23,25,t:8,10,12,21|",8.5,TRUE,Z8873684681
1867,Nc1ccc(Cl)nn1,COc1nccnc1C=O,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC(Cl)=NN23)C2=C(OC)N=CC=N2)C=C1 |c:12,15,20,24,26,29,t:2,4,8,10|",8.6,TRUE,Z8873684759
1869,Nc1ncccc1OCc2cccnc2,O=Cc1noc2CCOCc12,CCC[N+]#[C-],"CCCNC1=C(N=C2N1C=CC=C2OCC1=CN=CC=C1)C1=NOC2=C1COCC2 |c:6,10,12,19,21,27,t:4,17,24|",8.6,TRUE,Z8855739093
940,Nc1ccc(cn1)c2nn[nH]n2,CC(C)(C)OC(=O)NC(CC=O)C1CC1,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)NC(CC1=C(NC2COC2)N2C=C(C=CC2=N1)C1=NNN=N1)C1CC1 |c:10,19,21,24,30,t:27|",8.7,TRUE,Z8878918548
937,Nc1cncc(F)n1,CC(C)(C)OC(=O)N1CCC2CC21CC=O,FC1(F)CC(C1)[N+]#[C-],"CC(C)(C)OC(=O)N1CCC2CC12CC1=C(NC2CC(F)(F)C2)N2C(C=NC=C2F)=N1 |c:16,28,30,33|",8.8,TRUE,Z8835022917
939,Nc1ccc2ccc(=O)[nH]c2n1,Cc1nc(C)c(C=O)nc1C,CC(C)(C)OC(=O)N1CCC(C1)[N+]#[C-],"CC1=NC(C)=C(C)N=C1C1=C(NC2CCN(C2)C(=O)OC(C)(C)C)N2C(C=CC3=C2NC(=O)C=C3)=N1 |c:7,10,28,30,36,38,t:1,4|",8.9,TRUE,Z8873684809
1855,CN(C)Cc1ccnc(N)c1,Cc1ncsc1C=O,[C-]#[N+]CC1CC1,"CN(C)CC1=CC2=NC(=C(NCC3CC3)N2C=C1)C1=C(C)N=CS1 |c:18,21,24,t:4,6,8|",8.9,TRUE,Z8878918341
296,Cl.COc1cc(C)cc(N)n1,COc1ccc(C=O)cc1,C[N+]#[C-],"CNC1=C(N=C2C=C(C)C=C(OC)N12)C1=CC=C(OC)C=C1 |c:22,t:2,4,6,9,16,18|",9,TRUE,Z8776690326
931,CC(C)Oc1ccc(N)nn1,O=Cc1cc(on1)C2CCC2,[C-]#[N+]C1COC1,"CC(C)OC1=NN2C(NC3COC3)=C(N=C2C=C1)C1=NOC(=C1)C1CCC1 |c:13,15,18,24,t:4,21|",9.1,TRUE,Z8854581166
309,CS(=O)(=O)c1cccc(N)n1,O=Cc1nccn1CC#C,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2C=CC=C(N12)S(C)(=O)=O)C1=NC=CN1CC#C |c:14,16,27,t:10,12,25|",9.3,TRUE,Z8781341787
313,Nc1nccc(I)c1F,Cc1cnc(C=O)s1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=CC(I)=C2F)C1=NC=C(C)S1 |c:11,15,18,t:9,22,24|",9.4,TRUE,Z8786849399
1876,Cl.Nc1cccc(n1)S(=O)(=O)N,CCNC(=O)c1ccc(C=O)cc1,[C-]#[N+]c1ccc2OCCOc2c1,"CCNC(=O)C1=CC=C(C=C1)C1=C(NC2=CC3=C(OCCO3)C=C2)N2C(C=CC=C2S(N)(=O)=O)=N1 |c:7,9,12,24,29,31,37,t:5,15,17|",9.4,TRUE,Z8873684650
917,Cc1cccc(N)n1,O=Cc1cnc2COCCn12,C[N+]#[C-],"CNC1=C(N=C2C=CC=C(C)N12)C1=CN=C2COCCN12 |c:6,t:2,4,8,14,16|",9.5,TRUE,Z8873685379
930,CC(C)OCc1ccc(N)nc1,O=Cc1cnc2NC(=O)CCc2c1,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(COC(C)C)=CN12)C1=CC2=C(NC(=O)CC2)N=C1 |c:7,14,29,t:3,5,19,21|",9.5,TRUE,Z8878918822
306,Nc1ccc2nccn2n1,O=Cc1cnc2CCCn12,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC4=NC=CN4N23)C2=CN=C3CCCN23)C=C1 |c:12,16,33,t:2,4,8,10,14,23,25|",9.7,TRUE,Z8801681846
299,CCCc1nccnc1N,COc1ccc(C=O)nn1,[C-]#[N+]C1CCC1,"CCCC1=NC=CN2C(NC3CCC3)=C(N=C12)C1=NN=C(OC)C=C1 |c:5,14,26,t:3,16,20,22|",9.8,TRUE,Z8801681840
305,Nc1nc2ccccc2nc1N3CCCC3,O=Cc1ccccc1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C1=C(C=CC=C1)N=C2N1CCCC1)C1=CC=CC=C1 |c:7,13,15,18,29,31,t:5,11,27|",9.8,TRUE,Z8797783649
932,Nc1ccc2c(Cl)ccnc2n1,FCCn1cc(C=O)cn1,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(N=CC=C3Cl)N12)C1=CN(CCF)N=C1 |c:10,14,16,29,t:6,8,12,23|",9.9,TRUE,Z8873684628
1859,COc1cncc(N)n1,COc1nc(Cl)c(C=O)s1,[C-]#[N+]CC1CCOC1,"COC1=NC(Cl)=C(S1)C1=C(NCC2CCOC2)N2C(C=NC=C2OC)=N1 |c:5,9,21,23,27,t:2|",9.9,TRUE,Z8846492110
304,Cc1cn2nc(N)cc(C)c2n1,FCCCCCC=O,Fc1ccc([N+]#[C-])cc1,"CC1=CN2N3C(C=C(C)C2=N1)=NC(CCCCCF)=C3NC1=CC=C(F)C=C1 |c:10,12,20,29,t:1,6,24,26|",10,TRUE,Z8808559869
1848,Nc1ccc(C=C)c(F)n1,Cl.CCc1n[nH]cc1C=O,[C-]#[N+]CC1CCOC1,"CCC1=NNC=C1C1=C(NCC2CCOC2)N2C(C=CC(C=C)=C2F)=N1 |c:5,8,20,24,27,t:2|",10,TRUE,Z8873685500
308,Nc1nccc(Cl)c1I,Cc1ccc(C=O)cc1,CCCC[N+]#[C-],"CCCCNC1=C(N=C2N1C=CC(Cl)=C2I)C1=CC=C(C)C=C1 |c:7,11,14,23,t:5,18,20|",10.1,TRUE,Z8786897242
1872,CP(=O)(C)c1cccc(N)n1,FC(F)Oc1ccc(Br)c(C=O)c1,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC=C(N12)P(C)(C)=O)C1=C(Br)C=CC(OC(F)F)=C1 |c:9,11,20,23,29,t:5,7|",10.1,TRUE,Z8873684848
927,Cc1cncc(N)n1,O=Cc1noc2CCCc12,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC=C(C)N23)C2=NOC3=C2CCC3)C=C1 |c:12,23,30,t:2,4,8,10,14,20|",10.2,TRUE,Z8873684741
298,Nc1cccnn1,COc1cnc(C=O)cn1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC=NN12)C1=NC=C(OC)N=C1 |c:13,15,26,t:9,11,20,22|",10.3,TRUE,Z8801681809
300,COc1ccnc(N)c1,COC(=O)C1CC(CC=O)C1,COCCC[N+]#[C-],"COCCCNC1=C(CC2CC(C2)C(=O)OC)N=C2C=C(OC)C=CN12 |c:6,24,t:18,20|",10.3,TRUE,Z8808559865
1870,CP(=O)(C)c1ccc(N)nc1,Cc1cc(Cl)nc(C=O)c1Br,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=CC(=CN12)P(C)(C)=O)C1=C(Br)C(C)=CC(Cl)=N1 |c:9,11,20,24,27,t:5,7|",10.3,TRUE,Z8878918762
1874,Cl.Cl.Cl.CN(C)CCN(C)Cc1ccc(N)nc1,Cn1cc(Br)c(C=O)n1,FC1(F)CC(C1)[N+]#[C-],"CN(C)CCN(C)CC1=CN2C(C=C1)=NC(=C2NC1CC(F)(F)C1)C1=NN(C)C=C1Br |c:12,14,16,31,t:8,27|",10.3,TRUE,Z8878918459
1854,CC(=O)Nc1ccnc(N)c1,COCCn1nc(C)c(C=O)c1C,[C-]#[N+]C1COC1,"COCCN1N=C(C)C(=C1C)C1=C(NC2COC2)N2C=CC(NC(C)=O)=CC2=N1 |c:8,12,21,27,30,t:5|",10.4,TRUE,Z8873684905
933,CP(=O)(C)c1ccc(N)nc1,FCC(F)(F)Oc1cccc(C=O)c1,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC(=CN12)P(C)(C)=O)C1=CC(OC(F)(F)CF)=CC=C1 |c:9,11,28,30,t:5,7,20|",10.5,TRUE,Z8878918343
1847,CC(=O)Nc1ccnc(N)c1,O=Cc1nnc2CCCCCn12,[C-]#[N+]C1CCC1,"CC(=O)NC1=CC2=NC(=C(NC3CCC3)N2C=C1)C1=NN=C2CCCCCN12 |c:18,t:4,6,8,21,23|",10.7,TRUE,Z8873684816
1865,Nc1ccc(cn1)S(=O)(=O)N,CC1(C)O[C@@H]2CC(C[C@@H]2O1)C=O,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=CN12)S(N)(=O)=O)C1C[C@H]2OC(C)(C)O[C@H]2C1 |c:12,14,t:8,10|",10.7,TRUE,Z8878918664
302,Cl.Nc1cc(OCCO)ccn1,COc1ccc2oc(C=O)cc2c1,[C-]#[N+]C1COC1,"COC1=CC2=C(OC(=C2)C2=C(NC3COC3)N3C=CC(OCCO)=CC3=N2)C=C1 |c:7,10,19,25,28,31,t:2,4|",10.9,TRUE,Z8810903015
912,COc1cccc(N)n1,Cc1cc(C=O)nnc1C,[C-]#[N+]CC1CC1,"COC1=CC=CC2=NC(=C(NCC3CC3)N12)C1=NN=C(C)C(C)=C1 |c:4,25,t:2,6,8,19,21|",10.9,TRUE,Z8855739205
1846,Nc1ccc(Cl)nn1,CCn1cc(C=O)cn1,COc1ccc(C[N+]#[C-])cc1,"CCN1C=C(C=N1)C1=C(NCC2=CC=C(OC)C=C2)N2N=C(Cl)C=CC2=N1 |c:3,5,8,18,25,28,t:12,14,22|",10.9,TRUE,Z8878918382
929,COc1cncc(N)n1,Cn1ncc(Cl)c1C=O,CC(C)(C)OC(=O)NCCC[N+]#[C-],"COC1=CN=CC2=NC(=C(NCCCNC(=O)OC(C)(C)C)N12)C1=C(Cl)C=NN1C |c:4,25,28,t:2,6,8|",11,TRUE,Z8873684760
1862,CS(=O)(=O)c1ccc(N)nc1,COc1ccc(C=O)cc1OCCCC#N,CC(=C)C[N+]#[C-],"COC1=C(OCCCC#N)C=C(C=C1)C1=C(NCC(C)=C)N2C=C(C=CC2=N1)S(C)(=O)=O |c:2,10,12,15,23,25,28|",11,TRUE,Z8878918537
928,CS(=O)(=O)c1ccc(N)nc1,Cn1c(Cl)nc(Cl)c1C=O,CC(=C)C[N+]#[C-],"CN1C(Cl)=NC(Cl)=C1C1=C(NCC(C)=C)N2C=C(C=CC2=N1)S(C)(=O)=O |c:3,6,9,17,19,22|",11.1,TRUE,Z8878918499
1845,Cl.CCOC(=O)c1cccc(N)n1,CCOC(=O)c1ncc(C=O)s1,CC[N+]#[C-],"CCNC1=C(N=C2C=CC=C(N12)C(=O)OCC)C1=CN=C(S1)C(=O)OCC |c:7,9,21,t:3,5,19|",11.1,TRUE,Z8854581170
1838,Nc1ccc(C#N)cn1,O=Cc1ccc2occc2c1,[C-]#[N+]C1CCOC1,"N#CC1=CN2C(C=C1)=NC(=C2NC1CCOC1)C1=CC2=C(OC=C2)C=C1 |c:6,8,10,25,28,t:2,20,22|",11.2,TRUE,Z8878918848
1856,CS(=O)(=O)c1ccnc(N)c1,Fc1ccc(F)c(C=O)c1Cl,[C-]#[N+]C1COC1,"CS(=O)(=O)C1=CC2=NC(=C(NC3COC3)N2C=C1)C1=C(Cl)C(F)=CC=C1F |c:18,21,25,27,t:4,6,8|",11.2,TRUE,Z8878918903
1858,CC(C)(C)OC(=O)N1Cc2ccc(N)nc2C1,COC(=O)CCCC=O,CCOCC[N+]#[C-],"CCOCCNC1=C(CCCC(=O)OC)N=C2C=CC3=C(CN(C3)C(=O)OC(C)(C)C)N12 |c:6,17,t:15,19|",11.2,TRUE,Z8873684823
1839,CS(=O)(=O)c1ccc(N)nc1,O=CC1CCCC1,[C-]#[N+]CC1CCOC1,"CS(=O)(=O)C1=CN2C(C=C1)=NC(C1CCCC1)=C2NCC1CCOC1 |c:8,10,18,t:4|",11.4,TRUE,Z8878918852
303,Nc1ncc(CO)cc1Cl,O=Cc1ccc(OC2CCOC2)cc1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=C(CO)C=C2Cl)C1=CC=C(OC2CCOC2)C=C1 |c:7,15,30,t:5,11,19,21|",11.5,TRUE,Z8801681830
924,Nc1ccc2CCC(O)c2n1,Cl.O=Cc1cn(cn1)C2CC2,COc1cccc([N+]#[C-])c1,"COC1=CC(NC2=C(N=C3C=CC4=C(C(O)CC4)N23)C2=CN(C=N2)C2CC2)=CC=C1 |c:10,25,31,33,t:2,6,8,12,22|",11.5,TRUE,Z8849597808
1852,Cc1cn2nc(N)cc(C)c2n1,O=Cc1ccc(cc1)c2ccccc2,[C-]#[N+]C1CCOC1,"CC1=CN2N3C(C=C(C)C2=N1)=NC(=C3NC1CCOC1)C1=CC=C(C=C1)C1=CC=CC=C1 |c:10,12,14,26,28,33,35,t:1,6,24,31|",11.5,TRUE,Z8855619702
1821,Cc1cncc(N)n1,O=Cc1cnc(s1)c2ccco2,C[N+]#[C-],"CNC1=C(N=C2C=NC=C(C)N12)C1=CN=C(S1)C1=CC=CO1 |c:6,16,22,t:2,4,8,14,20|",11.7,TRUE,Z8873685441
301,CC(C)(C)c1cc(Br)cnc1N,Cc1cc(C=O)nn1C,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=C(Br)C=C2C(C)(C)C)C1=NN(C)C(C)=C1 |c:7,14,26,t:5,11,21|",11.8,TRUE,Z8780122084
921,Nc1cc(ccn1)C2CCOC2,Cc1n[nH]c2cc(C=O)ccc12,[C-]#[N+]C1COC1,"CC1=NNC2=C1C=CC(=C2)C1=C(NC2COC2)N2C=CC(=CC2=N1)C1CCOC1 |c:4,7,9,12,21,23,26,t:1|",11.8,TRUE,Z8873685244
